Model,Mrp,Rating,Review,Specs,Brand,Model_name,Color,Price,Ratings,Reviews,RAM,ROM,Expandable Upto
"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",4.3,"5,581 Ratings & 788 Reviews",8 GB RAM | 128 GB ROM,VIVO,V25 Pro 5G,Sailing Blue,35999.0,5581.0,788.0,8.0,128.0,
"SAMSUNG Galaxy A73 5G (Awesome Mint, 256 GB)","₹44,999",4.2,"1,256 Ratings & 165 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A73 5G,Awesome Mint,44999.0,1256.0,165.0,8.0,256.0,1 TB
"realme Narzo 50A (Oxygen Blue, 64 GB)","₹11,499",4.4,"3,38,151 Ratings & 22,007 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,REALME,Narzo 50A,Oxygen Blue,11499.0,338151.0,22007.0,4.0,64.0,256 GB
Cellecor E8 Plus,"₹1,469",,,32 MB RAM | 32 MB ROM,CELLECOR,E8 Plus,,1469.0,,,,,
"APPLE iPhone 14 Pro Max (Silver, 128 GB)","₹1,39,900",4.7,418 Ratings & 44 Reviews,128 GB ROM,APPLE,iPhone 14 Pro Max,Silver,139900.0,418.0,44.0,,128.0,
"�Note 11 (Starburst White, 64 GB)","₹12,299",,,4 GB RAM | 64 GB ROM,NOTE,11,Starburst White,12299.0,,,4.0,64.0,
"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹11,999",4.3,"66,728 Ratings & 4,602 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,POCO,M2 Reloaded,Mostly Blue,11999.0,66728.0,4602.0,4.0,64.0,512 GB
"REDMI Note 10 Lite (Glacier White, 128 GB)","₹14,399",4.3,843 Ratings & 67 Reviews,6 GB RAM | 128 GB ROM,REDMI,Note 10 Lite,Glacier White,14399.0,843.0,67.0,6.0,128.0,
"SAMSUNG Galaxy A04 (Black, 128 GB)","₹12,999",,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A04,Black,12999.0,,,4.0,128.0,1 TB
"Infinix Note 10 (Emerald Green, 128 GB)","₹12,499",4.3,"51,466 Ratings & 5,807 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,INFINIX,Note 10,Emerald Green,12499.0,51466.0,5807.0,6.0,128.0,256 GB
"REDMI 11 Prime 5G (Thunder Black, 128 GB)","₹15,880",4.2,174 Ratings & 15 Reviews,6 GB RAM | 128 GB ROM,REDMI,11 Prime 5G,Thunder Black,15880.0,174.0,15.0,6.0,128.0,
"realme GT Master Edition (Cosmos Black, 128 GB)","₹27,999",4.3,"61,530 Ratings & 6,559 Reviews",8 GB RAM | 128 GB ROM,REALME,GT Master Edition,Cosmos Black,27999.0,61530.0,6559.0,8.0,128.0,
Nokia 105 ss,"₹1,480",4.3,"78,456 Ratings & 7,275 Reviews",4 MB RAM | 4 MB ROM,NOKIA,105 ss,,1480.0,78456.0,7275.0,,,
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹19,890",4.3,"40,620 Ratings & 3,313 Reviews",6 GB RAM | 128 GB ROM,ONEPLUS,Nord CE 2 Lite 5G,Blue Tide,19890.0,40620.0,3313.0,6.0,128.0,
"OPPO A12 (Blue, 32 GB)","₹9,990",4.4,"74,992 Ratings & 4,510 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,OPPO,A12,Blue,9990.0,74992.0,4510.0,3.0,32.0,256 GB
"Tecno Spark Go 2022 (Turquoise Cyan, 32 GB)","₹6,759",4.2,732 Ratings & 56 Reviews,2 GB RAM | 32 GB ROM,TECNO,Spark Go 2022,Turquoise Cyan,6759.0,732.0,56.0,2.0,32.0,
"SAMSUNG Galaxy A04 (Copper, 64 GB)","₹11,999",,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A04,Copper,11999.0,,,4.0,64.0,1 TB
Kechaoda K10,"₹1,150",3.9,"13,841 Ratings & 908 Reviews",32 MB RAM | 32 MB ROM,KECHAODA,K10,,1150.0,13841.0,908.0,,,
Kechaoda K10,"₹1,180",3.9,"13,841 Ratings & 908 Reviews",32 MB RAM | 32 MB ROM,KECHAODA,K10,,1180.0,13841.0,908.0,,,
Micromax X416,"₹1,051",4.0,497 Ratings & 50 Reviews,32 MB RAM | 32 MB ROM,MICROMAX,X416,,1051.0,497.0,50.0,,,
"APPLE iPhone 12 (Blue, 256 GB)","₹65,999",4.6,"1,85,701 Ratings & 12,675 Reviews",256 GB ROM,APPLE,iPhone 12,Blue,65999.0,185701.0,12675.0,,256.0,
"Redmi Note 11S (Space Black, 128 GB)","₹16,999",4.2,728 Ratings & 54 Reviews,8 GB RAM | 128 GB ROM,REDMI,Note 11S,Space Black,16999.0,728.0,54.0,8.0,128.0,
"REDMI Note 10S (Frost White, 128 GB)","₹18,499",4.2,"7,183 Ratings & 667 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,Note 10S,Frost White,18499.0,7183.0,667.0,8.0,128.0,512 GB
Nokia 110 TA-1302 DS,"₹1,724",4.0,"24,647 Ratings & 1,954 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,NOKIA,110 TA 1302 DS,,1724.0,24647.0,1954.0,,,32 MB
"Redmi Note 11 (Starburst White, 64 GB)","₹13,494",4.2,"9,161 Ratings & 718 Reviews",6 GB RAM | 64 GB ROM,REDMI,Note 11,Starburst White,13494.0,9161.0,718.0,6.0,64.0,
"OPPO A12 (Flowing Silver, 64 GB)","₹10,990",4.4,"67,381 Ratings & 3,118 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,OPPO,A12,Flowing Silver,10990.0,67381.0,3118.0,4.0,64.0,256 GB
"SAMSUNG GALAXY M13 (Stardust Brown, 128 GB)","₹13,998",4.2,360 Ratings & 24 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13,Stardust Brown,13998.0,360.0,24.0,6.0,128.0,
Muphone M380,₹989,4.1,75 Ratings & 8 Reviews,32 MB RAM | 32 MB ROM,MUPHONE,M380,,989.0,75.0,8.0,,,
"Tecno Spark Go 2022 (ice silver, 32 GB)","₹6,899",4.2,732 Ratings & 56 Reviews,2 GB RAM | 32 GB ROM,TECNO,Spark Go 2022,ice silver,6899.0,732.0,56.0,2.0,32.0,
LAVA A5,"₹1,410",4.1,"12,395 Ratings & 1,175 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A5,,1410.0,12395.0,1175.0,,,32 GB
"SAMSUNG Galaxy M32 5G (Slate Black, 128 GB)","₹20,999",4.2,"1,354 Ratings & 80 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy M32 5G,Slate Black,20999.0,1354.0,80.0,8.0,128.0,1 TB
"APPLE iPhone 14 Pro Max (Space Black, 128 GB)","₹1,39,900",4.7,418 Ratings & 44 Reviews,128 GB ROM,APPLE,iPhone 14 Pro Max,Space Black,139900.0,418.0,44.0,,128.0,
"Tecno Spark 8P (Tahiti Gold, 64 GB)","₹9,199",4.3,8 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Spark 8P,Tahiti Gold,9199.0,8.0,0.0,4.0,64.0,512 GB
"LAVA Z2 Max (Stroked Blue, 32 GB)","₹7,799",4.1,296 Ratings & 55 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,LAVA,Z2 Max,Stroked Blue,7799.0,296.0,55.0,2.0,32.0,256 GB
"Mi 11 Lite (Tuscany Coral, 128 GB)","₹21,980",4.2,"6,005 Ratings & 612 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,MI,11 Lite,Tuscany Coral,21980.0,6005.0,612.0,8.0,128.0,512 GB
"OPPO A15S (Fancy white, 128 GB)","₹11,680",4.3,"5,488 Ratings & 302 Reviews",4 GB RAM | 128 GB ROM,OPPO,A15S,Fancy white,11680.0,5488.0,302.0,4.0,128.0,
Kechaoda K16,"₹1,149",3.5,148 Ratings & 10 Reviews,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,KECHAODA,K16,,1149.0,148.0,10.0,,,32 GB
"SAMSUNG Galaxy A03 Core (Black, 32 GB)","₹6,980",4.0,"2,439 Ratings & 221 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A03 Core,Black,6980.0,2439.0,221.0,2.0,32.0,1 TB
Micromax X389,"₹1,094",3.9,"3,230 Ratings & 292 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X389,,1094.0,3230.0,292.0,,,
"APPLE iPhone 12 (Green, 64 GB)","₹54,499",4.6,"1,85,701 Ratings & 12,675 Reviews",64 GB ROM,APPLE,iPhone 12,Green,54499.0,185701.0,12675.0,,64.0,
Kechaoda K9,"₹1,340",4.1,"2,590 Ratings & 242 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,KECHAODA,K9,,1340.0,2590.0,242.0,,,16 GB
"REDMI Note 11 Pro (Stealth Black, 128 GB)","₹17,900",4.2,978 Ratings & 80 Reviews,6 GB RAM | 128 GB ROM,REDMI,Note 11 Pro,Stealth Black,17900.0,978.0,80.0,6.0,128.0,
"Redmi 9A Sport (Metallic Blue, 32 GB)","₹6,999",4.1,"24,369 Ratings & 1,859 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,REDMI,9A Sport,Metallic Blue,6999.0,24369.0,1859.0,2.0,32.0,512 GB
LAVA Flip,"₹2,019",4.2,"1,423 Ratings & 116 Reviews",56 MB RAM | 56 MB ROM,LAVA,Flip,,2019.0,1423.0,116.0,,,
"SAMSUNG Galaxy A13 (Black, 64 GB)","₹14,499",4.1,635 Ratings & 47 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A13,Black,14499.0,635.0,47.0,4.0,64.0,1 TB
"APPLE iPhone 11 (Yellow, 64 GB)","₹39,999",4.6,"1,76,742 Ratings & 10,518 Reviews",64 GB ROM,APPLE,iPhone 11,Yellow,39999.0,176742.0,10518.0,,64.0,
itel MagicX Pro,"₹2,699",3.8,43 Ratings & 12 Reviews,64 MB RAM | 128 MB ROM,ITEL,MagicX Pro,,2699.0,43.0,12.0,,,
"SAMSUNG M53 5G (Deep Ocean Blue, 128 GB)","₹26,999",4.0,167 Ratings & 13 Reviews,8 GB RAM | 128 GB ROM,SAMSUNG,M53 5G,Deep Ocean Blue,26999.0,167.0,13.0,8.0,128.0,
"APPLE iPhone 12 (Blue, 128 GB)","₹57,999",4.6,"1,85,701 Ratings & 12,675 Reviews",128 GB ROM,APPLE,iPhone 12,Blue,57999.0,185701.0,12675.0,,128.0,
"10 Prime (Phantom Black, 128 GB)","₹14,100",4.4,34 Ratings & 6 Reviews,6 GB RAM | 128 GB ROM,10,Prime,Phantom Black,14100.0,34.0,6.0,6.0,128.0,
"realme C11 (Rich Grey, 32 GB)","₹8,999",4.4,"4,58,868 Ratings & 29,531 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,REALME,C11,Rich Grey,8999.0,458868.0,29531.0,2.0,32.0,256 GB
Nokia 105 PLUS SS,"₹1,399",4.0,213 Ratings & 18 Reviews,4 MB RAM | 4 MB ROM,NOKIA,105 PLUS SS,,1399.0,213.0,18.0,,,
"LAVA Z2 (Flame Red, 32 GB)","₹7,999",4.1,330 Ratings & 57 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,LAVA,Z2,Flame Red,7999.0,330.0,57.0,3.0,32.0,512 GB
LAVA A9,"₹1,680",4.1,"8,045 Ratings & 807 Reviews",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,LAVA,A9,,1680.0,8045.0,807.0,,,32 GB
"Infinix Zero 5G (Cosmic Black, 128 GB)","₹19,999",4.2,"9,794 Ratings & 1,494 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,INFINIX,Zero 5G,Cosmic Black,19999.0,9794.0,1494.0,8.0,128.0,256 GB
"APPLE iPhone 13 (Blue, 512 GB)","₹83,999",4.7,"1,77,611 Ratings & 9,781 Reviews",512 GB ROM,APPLE,iPhone 13,Blue,83999.0,177611.0,9781.0,,512.0,
Micromax X809,"₹1,335",3.8,"4,827 Ratings & 424 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X809,,1335.0,4827.0,424.0,,,
"Infinix Zero 5G (Skylight Orange, 128 GB)","₹19,999",4.2,"9,794 Ratings & 1,494 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,INFINIX,Zero 5G,Skylight Orange,19999.0,9794.0,1494.0,8.0,128.0,256 GB
itel IT5026,"₹1,305",4.0,"1,057 Ratings & 99 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,IT5026,,1305.0,1057.0,99.0,,,32 GB
"realme C25Y (Glacier Blue, 64 GB)","₹10,999",4.4,"1,37,899 Ratings & 5,921 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,REALME,C25Y,Glacier Blue,10999.0,137899.0,5921.0,4.0,64.0,256 GB
"APPLE iPhone 12 (Purple, 64 GB)","₹54,499",4.6,"1,85,701 Ratings & 12,675 Reviews",64 GB ROM,APPLE,iPhone 12,Purple,54499.0,185701.0,12675.0,,64.0,
"REDMI NOTE 10 LITE (Champagne Gold, 64 GB)","₹14,489",4.3,"2,097 Ratings & 165 Reviews",4 GB RAM | 64 GB ROM,REDMI,NOTE 10 LITE,Champagne Gold,14489.0,2097.0,165.0,4.0,64.0,
"OPPO A54 (Starry Blue, 64 GB)","₹11,949",4.4,"10,827 Ratings & 670 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,OPPO,A54,Starry Blue,11949.0,10827.0,670.0,4.0,64.0,256 GB
"OPPO A54 (Starry Blue, 128 GB)","₹15,990",4.3,"4,016 Ratings & 228 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,A54,Starry Blue,15990.0,4016.0,228.0,6.0,128.0,256 GB
"Redmi 9A Sport (Coral Green, 32 GB)","₹7,970",4.2,"5,872 Ratings & 437 Reviews",3 GB RAM | 32 GB ROM,REDMI,9A Sport,Coral Green,7970.0,5872.0,437.0,3.0,32.0,
"POCO F1 (Rosso Red, 64 GB)","₹21,999",4.5,"2,44,098 Ratings & 30,034 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,POCO,F1,Rosso Red,21999.0,244098.0,30034.0,6.0,64.0,256 GB
"OPPO A54 (Moonlight Gold, 128 GB)","₹13,999",4.4,"10,827 Ratings & 670 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,A54,Moonlight Gold,13999.0,10827.0,670.0,4.0,128.0,256 GB
"Tecno Spark 8P (Atlantic Blue, 64 GB)","₹9,280",4.3,8 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Spark 8P,Atlantic Blue,9280.0,8.0,0.0,4.0,64.0,512 GB
Kechaoda K200,"₹1,270",4.0,112 Ratings & 5 Reviews,32 MB RAM | 32 MB ROM,KECHAODA,K200,,1270.0,112.0,5.0,,,
"REDMI 11 Prime (FlashyBlack, 128 GB)","₹13,988",3.5,11 Ratings & 1 Reviews,6 GB RAM | 128 GB ROM,REDMI,11 Prime,FlashyBlack,13988.0,11.0,1.0,6.0,128.0,
