Model,Mrp,Rating,Review,Specs,Brand,Model_name,Color,Price,Ratings,Reviews,RAM,ROM,Expandable Upto
"POCO F4 5G (Night Black, 128 GB)","₹25,999",4.3,"4,248 Ratings & 586 Reviews",8 GB RAM | 128 GB ROM,POCO,F4 5G,Night Black,25999.0,4248.0,586.0,8.0,128.0,
"MOTOROLA edge 30 (Meteor Grey, 128 GB)","₹22,999",4.1,"6,637 Ratings & 949 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,edge 30,Meteor Grey,22999.0,6637.0,949.0,6.0,128.0,
"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)","₹15,999",4.2,"7,333 Ratings & 980 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 11s Free Fire Edition,Haze Green,15999.0,7333.0,980.0,8.0,128.0,512 GB
"APPLE iPhone 11 (Red, 64 GB)","₹39,999",4.6,"1,76,742 Ratings & 10,518 Reviews",64 GB ROM,APPLE,iPhone 11,Red,39999.0,176742.0,10518.0,,64.0,
"IQOO Z6 44W (Ravan Black, 128 GB)","₹16,299",4.2,607 Ratings & 42 Reviews,6 GB RAM | 128 GB ROM,IQOO,Z6 44W,Ravan Black,16299.0,607.0,42.0,6.0,128.0,
"Google Pixel 6a (Charcoal, 128 GB)","₹29,999",4.3,"22,516 Ratings & 2,917 Reviews",6 GB RAM | 128 GB ROM,GOOGLE,Pixel 6a,Charcoal,29999.0,22516.0,2917.0,6.0,128.0,
"realme Narzo 50i (Carbon Black, 32 GB)","₹6,920",4.5,"1,21,209 Ratings & 4,801 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,REALME,Narzo 50i,Carbon Black,6920.0,121209.0,4801.0,2.0,32.0,256 GB
LAVA A1 Josh 2021,"₹1,089",4.1,"7,344 Ratings & 628 Reviews",0 MB ROM | Expandable Upto 32 GB,LAVA,A1 Josh 2021,,1089.0,7344.0,628.0,,,32 GB
"REDMI 10A SPORT (SLATE GREY, 128 GB)","₹10,447",4.0,548 Ratings & 37 Reviews,6 GB RAM | 128 GB ROM,REDMI,10A SPORT,SLATE GREY,10447.0,548.0,37.0,6.0,128.0,
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","₹21,499",4.4,"30,596 Ratings & 3,739 Reviews",6 GB RAM | 128 GB ROM,REALME,9 Pro 5G,Aurora Green,21499.0,30596.0,3739.0,6.0,128.0,
"realme C35 (Glowing Black, 128 GB)","₹13,999",4.2,"12,952 Ratings & 848 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Black,13999.0,12952.0,848.0,6.0,128.0,1 TB
"realme C35 (Glowing Green, 128 GB)","₹13,999",4.2,"12,952 Ratings & 848 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Green,13999.0,12952.0,848.0,6.0,128.0,1 TB
"POCO M4 Pro (Cool Blue, 128 GB)","₹17,999",4.3,"12,383 Ratings & 1,095 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro,Cool Blue,17999.0,12383.0,1095.0,8.0,128.0,1 TB
"REDMI 10A SPORT (SEA BLUE, 128 GB)","₹9,995",4.0,548 Ratings & 37 Reviews,6 GB RAM | 128 GB ROM,REDMI,10A SPORT,SEA BLUE,9995.0,548.0,37.0,6.0,128.0,
"REDMI Note 11 SE (Thunder Purple, 64 GB)","₹11,999",4.3,"30,409 Ratings & 1,886 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,Note 11 SE,Thunder Purple,11999.0,30409.0,1886.0,6.0,64.0,512 GB
Micromax X708,"₹1,219",3.9,"1,856 Ratings & 138 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X708,,1219.0,1856.0,138.0,,,
Micromax X708,"₹1,318",3.9,"1,856 Ratings & 138 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X708,,1318.0,1856.0,138.0,,,
Motorola a70,"₹1,959",4.1,"1,549 Ratings & 157 Reviews",0 MB ROM | Expandable Upto 32 GB,MOTOROLA,a70,,1959.0,1549.0,157.0,,,32 GB
Motorola a70,"₹1,999",4.0,842 Ratings & 100 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,MOTOROLA,a70,,1999.0,842.0,100.0,,,32 GB
"Tecno POVA 4 (Uranolith Grey, 128 GB)","₹12,826",4.3,4 Ratings & 1 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,TECNO,POVA 4,Uranolith Grey,12826.0,4.0,1.0,8.0,128.0,2 TB
LAVA Hero 600i,₹919,4.2,37 Ratings & 3 Reviews,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,LAVA,Hero 600i,,919.0,37.0,3.0,,,32 GB
"vivo Y16 (Steller Black, 32 GB)","₹9,999",4.3,776 Ratings & 58 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,VIVO,Y16,Steller Black,9999.0,776.0,58.0,3.0,32.0,1 TB
"realme C30s (Stripe Blue, 32 GB)","₹7,499",4.5,"3,975 Ratings & 143 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30s,Stripe Blue,7499.0,3975.0,143.0,2.0,32.0,1 TB
LAVA Gem,"₹1,729",4.2,"7,884 Ratings & 705 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,LAVA,Gem,,1729.0,7884.0,705.0,,,32 GB
LAVA A1 2021,"₹1,119",4.1,"3,851 Ratings & 343 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A1 2021,,1119.0,3851.0,343.0,,,32 GB
"REDMI Note 10S (Deep Sea Blue, 128 GB)","₹16,370",4.2,"7,183 Ratings & 667 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,Note 10S,Deep Sea Blue,16370.0,7183.0,667.0,8.0,128.0,512 GB
"Tecno Pova 3 (Electric Blue, 64 GB)","₹11,990",4.2,253 Ratings & 12 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Pova 3,Electric Blue,11990.0,253.0,12.0,4.0,64.0,512 GB
"Tecno Pova 3 (Tech Silver, 64 GB)","₹10,955",4.2,253 Ratings & 12 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Pova 3,Tech Silver,10955.0,253.0,12.0,4.0,64.0,512 GB
"POCO F4 5G (Night Black, 256 GB)","₹29,999",4.4,"2,469 Ratings & 358 Reviews",12 GB RAM | 256 GB ROM,POCO,F4 5G,Night Black,29999.0,2469.0,358.0,12.0,256.0,
SAMSUNG Guru 1200,"₹1,640",4.1,"7,072 Ratings & 504 Reviews",153 MB RAM | 153 MB ROM,SAMSUNG,Guru 1200,,1640.0,7072.0,504.0,,,
"Tecno Pop 5 Pro (Deepsea Luster, 32 GB)","₹7,299",4.2,358 Ratings & 26 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,TECNO,Pop 5 Pro,Deepsea Luster,7299.0,358.0,26.0,3.0,32.0,256 GB
Kechaoda K112,"₹1,610",4.0,"19,126 Ratings & 2,027 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,KECHAODA,K112,,1610.0,19126.0,2027.0,,,32 GB
GREENBERRI F1,"₹1,299",3.9,"1,511 Ratings & 116 Reviews",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,GREENBERRI,F1,,1299.0,1511.0,116.0,,,32 GB
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)","₹11,499",4.3,"1,01,336 Ratings & 9,764 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F22,Denim Blue,11499.0,101336.0,9764.0,4.0,64.0,1 TB
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","₹24,999",,,6 GB RAM | 128 GB ROM,REDMI,Note 12 Pro 5G,Onyx Black,24999.0,,,6.0,128.0,
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","₹32,999",,,12 GB RAM | 256 GB ROM,REDMI,Note 12 Pro 5G,Iceberg Blue,32999.0,,,12.0,256.0,
LAVA 34 Ultra,"₹1,649",4.1,"1,418 Ratings & 160 Reviews",24 MB RAM | 32 MB ROM | Expandable Upto 64 GB,LAVA,34 Ultra,,1649.0,1418.0,160.0,,,64 GB
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹19,698",4.3,784 Ratings & 58 Reviews,8 GB RAM | 128 GB ROM,SAMSUNG,Galaxy M33 5G,Deep Ocean Blue,19698.0,784.0,58.0,8.0,128.0,
"I Kall King Talking, Contact icon and Auto Call Recording",₹744,3.6,"14,932 Ratings & 1,394 Reviews",32 MB RAM | 32 MB ROM,I,Kall King Talking Contact icon and Auto Call Recording,,744.0,14932.0,1394.0,,,
Kechaoda K112,"₹1,609",4.0,"19,126 Ratings & 2,027 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,KECHAODA,K112,,1609.0,19126.0,2027.0,,,32 GB
"REDMI 10A (Charcoal Black, 64 GB)","₹8,579",4.2,"7,695 Ratings & 484 Reviews",4 GB RAM | 64 GB ROM,REDMI,10A,Charcoal Black,8579.0,7695.0,484.0,4.0,64.0,
"APPLE iPhone 12 (Black, 128 GB)","₹57,999",4.6,"1,85,701 Ratings & 12,675 Reviews",128 GB ROM,APPLE,iPhone 12,Black,57999.0,185701.0,12675.0,,128.0,
MTR Ferrari,"₹1,300",4.1,"6,207 Ratings & 449 Reviews",64 MB RAM | 64 MB ROM,MTR,Ferrari,,1300.0,6207.0,449.0,,,
Nokia 105 PLUS,"₹1,549",4.1,"5,686 Ratings & 404 Reviews",4 MB RAM | 4 MB ROM,NOKIA,105 PLUS,,1549.0,5686.0,404.0,,,
Snexian GURU 310,₹698,3.3,"18,230 Ratings & 1,475 Reviews",32 MB RAM | 32 MB ROM,SNEXIAN,GURU 310,,698.0,18230.0,1475.0,,,
DIZO Star 500,"₹1,999",4.0,"12,294 Ratings & 1,460 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,DIZO,Star 500,,1999.0,12294.0,1460.0,,,64 GB
"Infinix HOT 20 5G (Blaster Green, 64 GB)","₹11,499",4.2,831 Ratings & 107 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,INFINIX,HOT 20 5G,Blaster Green,11499.0,831.0,107.0,4.0,64.0,1 TB
"Tecno Spark 9 (Infinity Black, 64 GB)","₹8,479",4.1,293 Ratings & 23 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Spark 9,Infinity Black,8479.0,293.0,23.0,4.0,64.0,512 GB
MU M5000,"₹1,179",3.9,"2,295 Ratings & 287 Reviews",32 MB RAM | 32 MB ROM,MU,M5000,,1179.0,2295.0,287.0,,,
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹19,298",4.3,784 Ratings & 58 Reviews,8 GB RAM | 128 GB ROM,SAMSUNG,Galaxy M33 5G,Deep Ocean Blue,19298.0,784.0,58.0,8.0,128.0,
"vivo Y01A (Sapphire Blue, 32 GB)","₹7,999",4.2,544 Ratings & 32 Reviews,2 GB RAM | 32 GB ROM,VIVO,Y01A,Sapphire Blue,7999.0,544.0,32.0,2.0,32.0,
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)","₹27,999",,,8 GB RAM | 256 GB ROM,REDMI,Note 12 Pro 5G,Onyx Black,27999.0,,,8.0,256.0,
LAVA A1,"₹1,129",4.2,"1,07,469 Ratings & 11,417 Reviews",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A1,,1129.0,107469.0,11417.0,,,32 GB
"vivo Y01 (Elegant Black, 32 GB)","₹7,999",4.3,549 Ratings & 40 Reviews,2 GB RAM | 32 GB ROM,VIVO,Y01,Elegant Black,7999.0,549.0,40.0,2.0,32.0,
"OPPO F19s (Glowing Gold, 128 GB)","₹19,990",4.5,"8,966 Ratings & 505 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,F19s,Glowing Gold,19990.0,8966.0,505.0,6.0,128.0,256 GB
LAVA A1 2021,"₹1,129",4.1,"3,851 Ratings & 343 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A1 2021,,1129.0,3851.0,343.0,,,32 GB
"Infinix Zero 20 (Green Fantasy, 128 GB)","₹17,999",4.4,449 Ratings & 80 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,INFINIX,Zero 20,Green Fantasy,17999.0,449.0,80.0,8.0,128.0,2 TB
"Infinix Zero 20 (DEEP GRAY, 128 GB)","₹17,999",4.4,449 Ratings & 80 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,INFINIX,Zero 20,DEEP GRAY,17999.0,449.0,80.0,8.0,128.0,2 TB
itel Ace 2N,₹899,4.2,354 Ratings & 17 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,Ace 2N,,899.0,354.0,17.0,,,32 GB
"realme Narzo 50i (Carbon Black, 64 GB)","₹8,999",4.3,"61,879 Ratings & 3,488 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,REALME,Narzo 50i,Carbon Black,8999.0,61879.0,3488.0,4.0,64.0,256 GB
KARBONN KX3,₹993,3.9,"8,355 Ratings & 652 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,KARBONN,KX3,,993.0,8355.0,652.0,,,32 GB
"REDMI Note 11S (Horizon Blue, 64 GB)","₹15,399",4.2,"2,082 Ratings & 170 Reviews",6 GB RAM | 64 GB ROM,REDMI,Note 11S,Horizon Blue,15399.0,2082.0,170.0,6.0,64.0,
"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)","₹15,999",4.2,"7,333 Ratings & 980 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 11s Free Fire Edition,Mithril Grey,15999.0,7333.0,980.0,8.0,128.0,512 GB
"realme C35 (Glowing Green, 128 GB)","₹12,999",4.4,"1,59,779 Ratings & 9,431 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Green,12999.0,159779.0,9431.0,4.0,128.0,1 TB
GFive V8,₹725,3.8,767 Ratings & 52 Reviews,32 MB RAM | 32 MB ROM,GFIVE,V8,,725.0,767.0,52.0,,,
"IQOO Neo 6 5G (Dark Nova, 128 GB)","₹30,199",4.3,754 Ratings & 91 Reviews,8 GB RAM | 128 GB ROM,IQOO,Neo 6 5G,Dark Nova,30199.0,754.0,91.0,8.0,128.0,
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","₹16,988",4.3,"5,436 Ratings & 439 Reviews",6 GB RAM | 128 GB ROM,REDMI,Note 11T 5G,Aquamarine Blue,16988.0,5436.0,439.0,6.0,128.0,
"Infinix Hot 12 Pro (Racing Black, 64 GB)","₹9,999",4.2,"5,542 Ratings & 324 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 12 Pro,Racing Black,9999.0,5542.0,324.0,6.0,64.0,256 GB
"Infinix Hot 12 Pro (Halo White, 64 GB)","₹9,999",4.2,"5,542 Ratings & 324 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 12 Pro,Halo White,9999.0,5542.0,324.0,6.0,64.0,256 GB
"APPLE iPhone 12 (White, 128 GB)","₹57,999",4.6,"1,85,701 Ratings & 12,675 Reviews",128 GB ROM,APPLE,iPhone 12,White,57999.0,185701.0,12675.0,,128.0,
"APPLE iPhone 12 (Purple, 128 GB)","₹57,999",4.6,"1,85,701 Ratings & 12,675 Reviews",128 GB ROM,APPLE,iPhone 12,Purple,57999.0,185701.0,12675.0,,128.0,
"REDMI 9 Activ (Coral Green, 128 GB)","₹10,499",4.2,"4,552 Ratings & 308 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,9 Activ,Coral Green,10499.0,4552.0,308.0,6.0,128.0,512 GB
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)","₹24,999",4.3,"14,613 Ratings & 1,579 Reviews",8 GB RAM | 128 GB ROM,VIVO,T1 Pro 5G,Turbo Cyan,24999.0,14613.0,1579.0,8.0,128.0,
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)","₹18,300",4.2,"7,179 Ratings & 613 Reviews",6 GB RAM | 128 GB ROM,SAMSUNG,Galaxy M33 5G,Mystique Green,18300.0,7179.0,613.0,6.0,128.0,
Nokia 105 TA-1416 DS,"₹1,599",4.1,"4,334 Ratings & 319 Reviews",32 MB RAM | 32 MB ROM,NOKIA,105 TA 1416 DS,,1599.0,4334.0,319.0,,,
"realme 9i 5G (Rocking Black, 128 GB)","₹16,999",4.3,"4,970 Ratings & 354 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9i 5G,Rocking Black,16999.0,4970.0,354.0,6.0,128.0,1 TB
LAVA A1 2021,"₹1,119",4.1,"1,913 Ratings & 187 Reviews",0 MB ROM | Expandable Upto 32 GB,LAVA,A1 2021,,1119.0,1913.0,187.0,,,32 GB
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","₹23,499",4.4,"27,012 Ratings & 3,068 Reviews",8 GB RAM | 128 GB ROM,REALME,9 Pro 5G,Aurora Green,23499.0,27012.0,3068.0,8.0,128.0,
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","₹23,499",4.4,"27,012 Ratings & 3,068 Reviews",8 GB RAM | 128 GB ROM,REALME,9 Pro 5G,Midnight Black,23499.0,27012.0,3068.0,8.0,128.0,
"realme 9 Pro+ 5G (Aurora Green, 256 GB)","₹25,499",4.4,"27,012 Ratings & 3,068 Reviews",8 GB RAM | 256 GB ROM,REALME,9 Pro 5G,Aurora Green,25499.0,27012.0,3068.0,8.0,256.0,
Nokia 105,"₹1,399",4.1,"30,957 Ratings & 2,708 Reviews",32 MB ROM,NOKIA,105,,1399.0,30957.0,2708.0,,,
LAVA Flip,"₹1,945",4.2,"1,423 Ratings & 116 Reviews",56 MB RAM | 56 MB ROM,LAVA,Flip,,1945.0,1423.0,116.0,,,
KARBONN Jumbo K9,"₹1,335",4.0,"12,673 Ratings & 1,284 Reviews",Expandable Upto 8 GB,KARBONN,Jumbo K9,,1335.0,12673.0,1284.0,,,8 GB
"realme 9 Pro+ 5G (Midnight Black, 256 GB)","₹25,499",4.4,"27,012 Ratings & 3,068 Reviews",8 GB RAM | 256 GB ROM,REALME,9 Pro 5G,Midnight Black,25499.0,27012.0,3068.0,8.0,256.0,
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","₹21,499",4.4,"30,596 Ratings & 3,739 Reviews",6 GB RAM | 128 GB ROM,REALME,9 Pro 5G,Midnight Black,21499.0,30596.0,3739.0,6.0,128.0,
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)","₹14,999",4.2,"2,968 Ratings & 337 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,INFINIX,Note 12 Pro,Volcanic Grey,14999.0,2968.0,337.0,8.0,256.0,2 TB
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","₹24,999",4.5,"4,381 Ratings & 565 Reviews",6 GB RAM | 128 GB ROM,REALME,10 Pro 5G,Nebula Blue,24999.0,4381.0,565.0,6.0,128.0,
itel it2175,"₹1,095",4.0,326 Ratings & 34 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,it2175,,1095.0,326.0,34.0,,,32 GB
"Infinix Note 12 TURBO (Jewel Blue, 128 GB)","₹13,999",4.2,"7,196 Ratings & 925 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12 TURBO,Jewel Blue,13999.0,7196.0,925.0,8.0,128.0,512 GB
"Infinix Note 12 TURBO (Force Black, 128 GB)","₹13,999",4.2,"7,196 Ratings & 925 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12 TURBO,Force Black,13999.0,7196.0,925.0,8.0,128.0,512 GB
"realme 9 5G SE (Azure Glow, 128 GB)","₹19,999",4.4,"25,528 Ratings & 2,116 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G SE,Azure Glow,19999.0,25528.0,2116.0,6.0,128.0,1 TB
"realme C30s (Stripe Black, 32 GB)","₹7,499",4.5,"3,975 Ratings & 143 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30s,Stripe Black,7499.0,3975.0,143.0,2.0,32.0,1 TB
"realme 9 5G SE (Starry Glow, 128 GB)","₹19,999",4.4,"25,528 Ratings & 2,116 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G SE,Starry Glow,19999.0,25528.0,2116.0,6.0,128.0,1 TB
Micromax X415,₹925,3.9,747 Ratings & 66 Reviews,32 MB RAM | 32 MB ROM,MICROMAX,X415,,925.0,747.0,66.0,,,
Micromax X415,₹957,3.9,"1,083 Ratings & 77 Reviews",56 MB RAM | 36 MB ROM,MICROMAX,X415,,957.0,1083.0,77.0,,,
LAVA A1 Super 2021,"₹1,199",4.0,"2,088 Ratings & 161 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A1 Super 2021,,1199.0,2088.0,161.0,,,32 GB
"REDMI A1+ (Light Green, 32 GB)","₹7,499",4.2,542 Ratings & 44 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,REDMI,A1,Light Green,7499.0,542.0,44.0,2.0,32.0,512 GB
Micromax X818,"₹1,591",3.9,"1,924 Ratings & 172 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X818,,1591.0,1924.0,172.0,,,
"REDMI 9 Activ (Carbon Black, 128 GB)","₹10,499",4.2,"4,552 Ratings & 308 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,9 Activ,Carbon Black,10499.0,4552.0,308.0,6.0,128.0,512 GB
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","₹20,999",4.3,"13,963 Ratings & 1,127 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9 Pro 5G,Sunrise Blue,20999.0,13963.0,1127.0,8.0,128.0,256 GB
"realme 9 Pro 5G (Aurora Green, 128 GB)","₹18,999",4.4,"79,039 Ratings & 6,683 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9 Pro 5G,Aurora Green,18999.0,79039.0,6683.0,6.0,128.0,256 GB
"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)","₹11,999",4.0,"3,969 Ratings & 355 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 12 Pro,Lightsaber Green,11999.0,3969.0,355.0,8.0,128.0,256 GB
"realme 9 Pro 5G (Midnight Black, 128 GB)","₹18,999",4.4,"79,039 Ratings & 6,683 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9 Pro 5G,Midnight Black,18999.0,79039.0,6683.0,6.0,128.0,256 GB
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","₹18,999",4.4,"79,039 Ratings & 6,683 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9 Pro 5G,Sunrise Blue,18999.0,79039.0,6683.0,6.0,128.0,256 GB
Micromax X512,"₹1,175",3.9,"9,758 Ratings & 886 Reviews",56 MB RAM | 24 MB ROM,MICROMAX,X512,,1175.0,9758.0,886.0,,,
Micromax X513+,"₹1,101",3.8,"1,152 Ratings & 84 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X513,,1101.0,1152.0,84.0,,,
"vivo Y75 (Moonlight Shadow, 128 GB)","₹19,990",4.2,"1,465 Ratings & 124 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,Y75,Moonlight Shadow,19990.0,1465.0,124.0,8.0,128.0,1 TB
SAMSUNG Guru Music 2 SM-B315E,"₹2,022",4.2,"9,103 Ratings & 662 Reviews",Expandable Upto 16 GB,SAMSUNG,Guru Music 2 SM B315E,,2022.0,9103.0,662.0,,,16 GB
Kechaoda K28,"₹1,399",4.1,"2,691 Ratings & 241 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,KECHAODA,K28,,1399.0,2691.0,241.0,,,16 GB
SAMSUNG Guru Music 2,"₹2,075",4.2,"2,022 Ratings & 136 Reviews",0.53 RAM | NA KB ROM | Expandable Upto 16 GB,SAMSUNG,Guru Music 2,,2075.0,2022.0,136.0,,,16 GB
"realme Narzo 50 (Speed Black, 64 GB)","₹12,899",4.5,"14,747 Ratings & 936 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,REALME,Narzo 50,Speed Black,12899.0,14747.0,936.0,4.0,64.0,256 GB
Micromax X513+,"₹1,112",3.8,"1,152 Ratings & 84 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X513,,1112.0,1152.0,84.0,,,
itel Power 410,"₹1,599",4.1,"1,689 Ratings & 163 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,Power 410,,1599.0,1689.0,163.0,,,32 GB
Energizer M1,₹749,3.6,507 Ratings & 36 Reviews,32 MB RAM | 32 MB ROM,ENERGIZER,M1,,749.0,507.0,36.0,,,
"Redmi Note 11 (Horizon Blue, 64 GB)","₹13,481",4.2,"9,161 Ratings & 718 Reviews",6 GB RAM | 64 GB ROM,REDMI,Note 11,Horizon Blue,13481.0,9161.0,718.0,6.0,64.0,
"IQOO Z6 Lite 5G (Stellar Green, 128 GB)","₹16,499",,,6 GB RAM | 128 GB ROM,IQOO,Z6 Lite 5G,Stellar Green,16499.0,,,6.0,128.0,
"REDMI Note 10S (Deep Sea Blue, 128 GB)","₹16,340",4.2,"7,183 Ratings & 667 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,Note 10S,Deep Sea Blue,16340.0,7183.0,667.0,8.0,128.0,512 GB
"OPPO A16 (Crystal Black, 64 GB)","₹12,990",4.3,"3,670 Ratings & 262 Reviews",4 GB RAM | 64 GB ROM,OPPO,A16,Crystal Black,12990.0,3670.0,262.0,4.0,64.0,
"IQOO Neo 6 5G (Cyber Rage, 128 GB)","₹30,499",4.3,754 Ratings & 91 Reviews,8 GB RAM | 128 GB ROM,IQOO,Neo 6 5G,Cyber Rage,30499.0,754.0,91.0,8.0,128.0,
"IQOO Neo 6 5G (Maverick Orange, 128 GB)","₹30,349",4.3,754 Ratings & 91 Reviews,8 GB RAM | 128 GB ROM,IQOO,Neo 6 5G,Maverick Orange,30349.0,754.0,91.0,8.0,128.0,
"realme Narzo 50 (Speed Black, 128 GB)","₹15,499",4.4,"7,120 Ratings & 534 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,Narzo 50,Speed Black,15499.0,7120.0,534.0,6.0,128.0,256 GB
"vivo Y16 (Steller Black, 64 GB)","₹10,999",4.3,776 Ratings & 58 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,VIVO,Y16,Steller Black,10999.0,776.0,58.0,3.0,64.0,1 TB
"vivo Y16 (Steller Black, 64 GB)","₹12,499",4.3,615 Ratings & 45 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,VIVO,Y16,Steller Black,12499.0,615.0,45.0,4.0,64.0,1 TB
Kechaoda K28,"₹1,399",4.1,"2,691 Ratings & 241 Reviews",32 MB RAM | 64 MB ROM,KECHAODA,K28,,1399.0,2691.0,241.0,,,
